2889117,71933,9,2,359,0,0,0,1484,76197,20810440,2388,1990,319,12686,0,0,5668,0,2079,411873,0,83,0,0,0,3,57,1696,1,530944,23,12,0,0,705,0,10584,7227,2326,0,0,76,550130,0,0,6,0,4,0,0,0,0,304,0,169,0,0,0,0,2,0,0,2968,0,375,2872,3,567,19,0,0,1,470809,47,1992_1997
1195,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459,48,1992_1997
180814,2178,0,0,198,0,0,0,16,5215,371175,42,0,108,0,0,1,373,0,0,2284,0,82,0,0,0,0,0,0,0,392,4,0,0,0,0,0,2313,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,268,0,0,12,0,0,2,0,0,0,14473,49,1992_1997
262258,1606,0,0,479,0,0,0,1,2623,297841,205,7,47,36,3,0,0,8,16,34166,0,21,0,0,0,0,0,27,0,2947,1,0,0,0,0,0,5329,0,2,0,0,6,10577,0,0,0,79,0,0,0,9,0,3754,0,0,0,0,0,0,0,0,0,1081,0,212,295,18,0,28,41,3,0,35302,50,1992_1997
597142,4678,0,0,397,0,0,0,1,1007,481824,76,40,25,0,1,0,136,0,48,72640,0,133,0,0,0,15,44,145,10,25152,19,0,0,0,45,0,6098,0,0,0,0,0,364,0,0,0,0,0,0,0,3,0,121,0,0,0,0,0,0,0,0,0,54,0,0,3,6,0,10,0,0,0,116161,51,1992_1997
46714,390,0,0,60,0,0,0,0,507,23287,0,0,0,37,35,179,0,0,0,799,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1362,0,6,0,0,1,4005,0,0,0,0,0,0,0,0,0,15115,0,0,0,0,0,0,137,0,0,8970,0,152,55,0,0,3,6,12,26,5248,52,1992_1997
449900,12433,0,0,1975,0,12,0,8,5676,311672,1555,1,193,0,23,0,48,0,79,63236,0,94,0,0,0,0,0,4,0,818,2,0,0,0,0,0,18899,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,524,0,0,0,14,0,0,0,0,0,48,0,0,0,0,0,5,0,0,0,6592,53,1992_1997
485595,117,0,0,161,9,0,0,0,0,354149,0,0,31,0,0,0,50,0,0,188,0,8,0,0,0,54,0,4,0,282,0,0,0,0,0,0,2102,5818,492,0,0,57,428396,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,356,121,0,0,0,0,0,0,0,0,4954,54,1992_1997
357754,1077,0,0,1288,0,0,4,136,1494,57086,68,6,73,0,0,0,233,0,5,31742,0,14,0,0,0,0,0,17,0,7371,7,0,0,0,0,0,11533,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,153,0,0,0,0,0,0,0,0,0,666,8,423,206,61,8,18,0,0,0,38383,55,1992_1997
29,0,0,0,0,0,0,0,0,0,8122,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1078,56,1992_1997
210809,3048,73,0,397,0,24,0,15,2597,218221,483,94,40,0,0,0,28,0,45,64611,0,131,0,0,0,0,22,110,0,23520,78,0,0,0,2,0,4208,0,0,0,0,0,280,0,0,0,0,0,0,0,4,0,206,0,0,0,0,0,0,0,0,0,44,12,6,6,2,8,8,0,0,0,14442,57,1992_1997
428970,2510,90,0,556,0,0,0,65,1200,1899302,307,30,217,718,0,5,670,5,40,144782,0,735,0,0,0,139,0,34,0,12310,22,0,0,0,2,0,6772,56,28,0,0,215,270955,0,0,0,0,0,0,0,9,0,3912,0,0,0,0,0,0,1,0,0,40080,0,1,24,97,89,24,7,0,0,56001,58,1992_1997
74491,1983,0,0,161,0,0,0,208,0,141074,0,0,61,0,0,0,9,0,0,504,0,23,0,0,0,0,0,0,0,186,6,0,0,0,0,0,2270,0,0,0,0,0,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,34,50,6,0,1,2,0,0,7309,59,1992_1997
25531,18,0,0,12,0,0,0,0,7,271739,0,0,14,0,0,0,6,0,0,34,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,147,0,0,0,0,6,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,5163,60,1992_1997
3083029,15522,322,0,246,225,2,388,1264,11512,2284979,3,0,28,893,0,7,12,744,33,849439,0,93,0,29,60,71,106,16,0,18632,2,0,0,0,0,0,3562,7950,12449,20,0,117,5240245,0,53,65,25,0,189,0,15,0,95597,18,0,1085,0,3316,0,13,0,28,849474,502,905,241,27,8,4,319,2,230,82593,61,1992_1997
274034,0,415,0,137,0,3,446,0,0,31622,0,0,1,0,0,0,0,70,0,242352,0,12,0,131,1122,0,0,0,0,2457,1,0,0,0,0,0,997,425,0,0,0,14,143482,0,0,0,0,0,0,0,2,0,79478,0,0,0,0,327,0,16,0,27,545540,4,0,24,50,38,1,0,74,769,28072,62,1992_1997
103882,530,0,0,93,0,0,0,25,4333,325405,600,27,50,0,10,5,110,0,2,20578,0,0,0,0,0,0,0,7,0,20280,4,0,0,0,0,0,1839,0,0,0,0,0,1,0,0,0,0,26,0,4,3,0,342,0,2,0,0,0,0,0,0,0,60,0,44,426,50,8,3,0,0,0,40330,63,1992_1997
325,0,0,0,0,0,0,0,0,0,1692,0,0,0,0,0,0,2,0,0,11807,0,0,0,0,0,6,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,1211,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,3486,64,1992_1997
